user_id,genres,año,playtime_forever
76561198032761517,Simulation,2002,11.0
dragom2200,RPG,2016,15120.0
Edmund28,Action,2004,337.0
WRRYY,Indie,2013,67.0
76561198056221622,Indie,2016,742.0
76561198098872297,Indie,2006,46419.0
cgoober2000,Simulation,1999,1.0
76561198084748670,Early Access,2012,216.0
76561198015120093,Adventure,2008,2951.0
76561198083468865,Action,2010,63.0
76561198043899269,Adventure,2012,750.0
aiyoqb,Strategy,2014,306.0
76561198053863063,Casual,2013,178.0
lsjsban123,Action,2015,20.0
Gravalanch,Adventure,2013,3868.0
Purple_Purgatory,Free to Play,2015,4383.0
DewyHQ,RPG,2015,3968.0
76561198077340186,RPG,2014,3315.0
Lemonjtr,Adventure,2016,475.0
ArcticWake,Free to Play,2012,388.0
76561198165280229,Strategy,2015,1039.0
Deathjester96,Strategy,2015,543.0
76561198069403744,Adventure,2008,125.0
TDOJ3DTDO,RPG,2017,3534.0
TiviTed,Free to Play,2006,23.0
budza,Indie,2012,67.0
76561197994387796,Action,2013,7123.0
76561198097075100,Action,2004,795.0
DominosZimbabwe,RPG,2011,47.0
76561198100410456,Strategy,2014,12.0
owainmeyer,Action,2008,2365.0
GentleScout,Casual,2012,2.0
JonJR625,Casual,2012,50.0
GoldiLoks,Casual,2012,356.0
76561198085170750,RPG,2017,3955.0
russelmao,Free to Play,2012,2302.0
76561198048241075,Simulation,2013,187.0
76561198025364734,Indie,2011,213.0
jnizzi,Action,2014,1983.0
76561197970137892,Free to Play,2017,3190.0
lteecsgo,Simulation,2006,30.0
valeiskill,RPG,2013,637.0
76561198098314442,Indie,2012,222.0
76561198103242453,Massively Multiplayer,2014,214.0
76561198061249863,Action,2014,1388.0
megatr0n69,Action,2015,8089.0
dantheorginal,Indie,2003,178.0
Stalkmemuch,Action,2000,20.0
76561198068299157,Action,1999,3.0
AuzDomination,Simulation,2012,207.0
76561198079765149,Casual,2015,15.0
jessemono,Indie,2016,5419.0
rx8geek,Adventure,2006,5.0
76561198049951543,Casual,2010,417.0
maxpaynepillkiller,Action,2003,2097.0
regalgjblue,Strategy,2013,1434.0
76561198058193255,Adventure,2015,339.0
76561198059078122,Free to Play,2011,386.0
SarcasticDynamics,Free to Play,2017,2680.0
76561197976834608,Action,2000,50.0
MetalLotus,Action,2009,1555.0
76561198043712483,RPG,2008,5.0
tonir,Sports,2016,594.0
MurderTimeFunTime,Adventure,2011,91.0
76561198063060767,Indie,2013,7493.0
Jenny2712,Casual,2014,175.0
76561198027073976,Early Access,2013,45107.0
allstarghostkill,Free to Play,2011,2229.0
76561198067645703,Casual,2014,746.0
76561198068935240,Strategy,2010,42698.0
8668766429277467,Free to Play,2012,414.0
aimanhaqeem,Action,2014,2623.0
76561198086462653,RPG,2010,3695.0
4KnightArtorias,Adventure,2014,44.0
gusman3505,Free to Play,2017,2688.0
76561198077102914,Free to Play,2017,3381.0
metalfist,Adventure,2011,659.0
76561198069028254,Adventure,2017,47.0
C38_76_88,Casual,2015,95.0
76561198106982330,Casual,2015,33.0
76561198015527964,Action,2015,26905.0
nbdkjvdhovl,Adventure,2013,1010.0
76561198044458526,RPG,2017,2053.0
Centurion-Lucius,Indie,2014,22.0
76561198090093819,Casual,2017,45.0
76561198017841947,Action,2017,22.0
76561197996260143,RPG,2013,74.0
76561198049036232,Casual,2017,120.0
mrsuperman522,Free to Play,2015,1089.0
sexinahatyer,RPG,2008,975.0
Toffeecrisp,Strategy,2012,611.0
76561197993218101,Action,2004,121923.0
htkbr98,Racing,2012,72.0
76561198085057414,RPG,2008,85.0
soisawce,Casual,2009,65.0
76561198066669759,Indie,2015,1018.0
76561198010030574,Early Access,2014,5.0
yur7tahu,Indie,2015,198.0
tntjalapeno,Simulation,2013,1399.0
felipetoledoribeiro,Sports,2012,4.0
siriwatkung,Adventure,2017,98.0
76561198016643574,RPG,2016,1214.0
76561198101478064,Free to Play,2014,82.0
76561198086318133,Action,2013,2065.0
76561198066070645,Action,2006,17.0
76561198070423605,Massively Multiplayer,2009,5.0
76561198102093684,Strategy,2010,12.0
therealkindofpie,Action,2011,17856.0
76561198062511894,Racing,2010,1750.0
scarski,Action,2013,30059.0
Benny3888,Action,2009,21058.0
76561198151185646,Massively Multiplayer,2012,15.0
76561198091459562,Adventure,2013,1078.0
76561197990819502,Massively Multiplayer,2016,190.0
76561198066783204,Indie,2017,34.0
WestyGaming,RPG,2014,29.0
WaifuActivist,Strategy,2016,2878.0
76561198031456155,Strategy,2011,241.0
76561198042111278,Adventure,2011,2212.0
76561198077785816,RPG,2016,10.0
Pemalite,Action,2007,480.0
76561198068207014,Simulation,2014,723.0
monsieurlamb,Action,2011,29410.0
msoles7,Free to Play,2014,89.0
76561198005203230,Indie,2009,690.0
76561198044834694,Sports,2014,125.0
76561198101324119,Adventure,2015,206.0
76561198046800891,Action,2015,1413.0
76561198090825490,Adventure,2017,665.0
chocolate-donut-king,Indie,1999,561.0
76561198053289851,Casual,2010,431.0
ilikebigtrucksm8,Indie,2016,98.0
MikeGrimmers,Indie,2012,1997.0
76561198048059953,Indie,2013,4409.0
76561198080373080,Indie,2006,2690.0
76561198148337936,Sports,2014,86.0
rolagrossa,Audio Production,2013,6.0
spiritbomb,Indie,2013,1916.0
76561198036168976,Adventure,2013,2347.0
TheSilentShadeNZ,Action,2005,34.0
76561198030033880,Indie,2013,451.0
smegmyfoodle,Adventure,2009,803.0
76561198027844722,Action,2006,273.0
76561198008506937,Indie,2011,7690.0
76561198095264510,Indie,2016,502.0
76561198028082728,Action,2009,12367.0
76561198078666775,Indie,2014,154.0
76561198080859208,Indie,2012,564.0
Veurrsy,RPG,2016,2814.0
spectra431,RPG,2011,17403.0
76561198060369859,RPG,2014,144.0
76561198073088943,Action,2013,1014.0
datobyha,Massively Multiplayer,2012,237.0
LieutenantFury,Action,2007,285.0
76561198036690662,Simulation,2006,194.0
76561197976937690,RPG,2012,2196.0
76561198063919816,Free to Play,2013,2531.0
Connorispurple,Action,2015,59786.0
foolsfoolsfools,RPG,2013,3433.0
76561197980617560,Sports,2015,438.0
76561198069172681,RPG,2015,2554.0
76561198054175167,Action,2005,1191.0
76561198046514215,Early Access,2015,336.0
KingBlank,Casual,2016,542.0
76561198084125426,Action,2010,2.0
mchlvllmyr,Indie,2006,15971.0
mehalkoj,Free to Play,2013,374.0
BlueyError,Adventure,2013,86.0
76561198084659369,Massively Multiplayer,2017,1407.0
76561198031162927,RPG,2007,53.0
76561198065908363,Free to Play,2013,905.0
76561198068465194,Adventure,2014,1776.0
76561198050919897,Free to Play,2014,153.0
76561198016212878,Simulation,2012,1.0
76561198053221243,Casual,2017,1196.0
76561198066527039,Action,2016,52.0
kaitokung,Action,2016,5.0
76561198074252543,Action,2008,111.0
xfluttersx,Casual,2015,461.0
areac0des,Sports,2015,1295.0
mikkazx,Simulation,2012,130.0
76561198043787711,Strategy,2009,5846.0
76561198071596600,Adventure,2014,4498.0
76561198045667927,Adventure,2011,6117.0
ae0nplux,Free to Play,2012,1912.0
76561198090548578,Adventure,2017,449.0
punchingbeard,Simulation,2011,22.0
76561197975533000,Strategy,2014,1496.0
sTmated,Action,2007,137.0
thadz,Casual,2010,652.0
Nitro_Assassin,Action,2009,2721.0
2323534545,Action,2007,188.0
76561198042378705,RPG,2012,2784.0
76561198069930839,Adventure,2014,1975.0
76561198087491832,Action,2016,50.0
76561198046426184,Action,2015,15280.0
76561198090717745,Simulation,2016,1128.0
76561198068523806,Adventure,2010,38.0
DeZire26,Simulation,2015,5011.0
76561198040056350,Action,2005,670.0
76561198039603498,Adventure,2013,3307.0
CB0ng,Adventure,2017,1965.0
OldLeakyBoat,Action,2013,3323.0
HunteR_au,RPG,2015,2398.0
hays1999,Free to Play,2014,154.0
76561198048923072,Massively Multiplayer,2012,521.0
Diegour8,Simulation,2017,81.0
76561198040747260,Strategy,2008,4597.0
CookedTuna,Action,2004,992.0
improm8,Racing,2015,9361.0
iSpuderman,RPG,2012,124.0
oyhoyminoy,Free to Play,2015,7.0
bosslucek,Casual,2011,5524.0
Keskinjr,Action,2009,16506.0
harrisonnorris,Racing,2015,369.0
MrDeath681,Free to Play,2012,9877.0
76561198008270754,Action,2012,2215.0
76561198078585802,Massively Multiplayer,2007,15.0
laserbear99,Massively Multiplayer,2017,9.0
wantmahbody,Adventure,2011,3396.0
oddshibby,Casual,2014,48.0
StaticZz_Au,Early Access,2015,2496.0
MatrixSpaceship,Simulation,2017,68.0
76561198023370337,Adventure,2012,3480.0
76561198040874418,Simulation,2006,1424.0
paddymazz,Adventure,2012,3470.0
lachmarc,Sports,2010,143.0
76561198055688142,RPG,2011,30.0
76561198071374629,RPG,2017,8697.0
76561198031198214,Indie,2017,131.0
Hasalafar,Action,2014,58.0
attritio,Free to Play,2011,63.0
punchingbeard,Racing,2009,93.0
battle379,Simulation,2006,1820.0
bhgdkfjd,Indie,2011,1509.0
76561198052312784,Free to Play,2012,185.0
58981044,Action,2016,70.0
76561198052393126,Free to Play,2014,38.0
76561198065125693,Adventure,2011,1519.0
76561198067243010,Free to Play,2012,3305.0
getamagoz,Strategy,2009,119.0
Pdhelliot,Simulation,2016,208.0
mrloopyland,Sports,2013,3365.0
ChipTheSeagull,Sports,2014,468.0
r3znoff,Action,2017,1148.0
76561198083603093,RPG,2012,814.0
143865,Indie,2017,4001.0
76561198039741219,RPG,2008,1.0
Telf0rd,Strategy,2013,19.0
PepelotasCrew,Simulation,2013,467.0
76561198016827811,Adventure,2011,20412.0
johnnycooltail,Casual,2011,615.0
yeahasdf,Action,2015,1001.0
76561198076984454,Early Access,2013,864.0
76561198093209097,Indie,2017,7620.0
76561198083451317,Action,2000,866.0
amazingcpan,Indie,2010,202.0
76561198055372696,Action,2011,3421.0
Cheesecake_,Action,2006,1112.0
76561198086661632,Casual,2009,1.0
76561198067686885,Adventure,2013,5171.0
76561198018613178,Strategy,2014,2766.0
vschiffer,Indie,2006,1162.0
76561198069640318,RPG,2013,2399.0
cosmosking,Action,2012,11628.0
grumpher,Strategy,2009,13.0
76561198054977907,Action,2015,4854.0
miedb,Massively Multiplayer,2017,50.0
Hot2DGrill,Action,2014,1889.0
Scavengerrr,Action,2015,3066.0
banterismyfirstandlastname,Adventure,2010,44.0
NeroDarkMC,Simulation,2006,10408.0
76561198047059566,RPG,2013,2148.0
76561198083468865,Free to Play,2012,10486.0
dannysfatass,Strategy,2016,1300.0
76561198067940914,Free to Play,2014,3.0
GreyFrost99,Indie,2013,3851.0
76561198073428229,Action,2017,3820.0
hanroo,Free to Play,2017,378.0
76561198051895109,RPG,2011,2452.0
76561198072591408,Adventure,2014,530.0
ProxiiZ,Strategy,2016,52.0
hecaton_john,Strategy,2013,5966.0
76561198084123358,Strategy,2015,1078.0
pancakes37,Simulation,2013,8716.0
76561198149605252,Action,2015,6425.0
speddoman,Action,2007,1182.0
StelerForYou,Action,2013,644.0
76561197967445425,Casual,2013,111.0
76561198091517022,Sports,2013,19.0
BlitzGames,Massively Multiplayer,2017,16.0
76561198043052417,Free to Play,2014,55.0
76561198028590391,Action,2006,6245.0
Egplnt,Indie,2015,2752.0
76561198057062533,Casual,2017,6847.0
ibones677,Action,2017,1500.0
reborngale,Massively Multiplayer,2013,1849.0
76561198063488070,Simulation,2015,421.0
76561198067662758,RPG,2012,555.0
76561198033016359,Adventure,2017,483.0
grexx69,Strategy,2011,352.0
cheatguy,Sports,2014,82.0
asoo1994,Adventure,2012,144.0
76561198072985865,Adventure,2011,13851.0
76561198062494118,Indie,2011,706.0
76561198064723559,Massively Multiplayer,2013,134.0
Neverdly,Adventure,2015,3404.0
76561198058812958,Action,2014,1317.0
using_a_controller,Animation &amp; Modeling,2015,7299.0
76561198045797344,Action,2009,4318.0
76561198053411478,Action,2014,201.0
stockoglaws,Video Production,2015,14.0
76561198060682655,Sports,2014,13.0
PokeRim7_Productions,Action,2011,75108.0
76561198053785832,Indie,2016,302.0
76561198014999832,Massively Multiplayer,2009,172.0
ElvistheBeast,Action,2009,15634.0
76561198090441831,Adventure,2017,2861.0
76561198019349219,Adventure,2014,2514.0
pjc001,RPG,2015,2786.0
zeroepix,Adventure,2012,8105.0
76561198050497367,Action,2011,2892.0
InTranze,RPG,2007,176.0
buzdbumblebee,Indie,2013,1417.0
poipoiLOLOLOLOL,Indie,2014,3240.0
76561198048633975,Action,2011,1133.0
JVAM,Strategy,2014,765.0
76561198028752090,Massively Multiplayer,2017,118.0
76561198065557906,Adventure,2011,3392.0
5p1ca,RPG,2003,5.0
2pacisaliveincuba,Action,2003,55.0
_-ravzy-_,Free to Play,2014,4168.0
76561198075438550,Adventure,2012,1086.0
76561198069737496,Indie,2012,425.0
TeamAmbiguous,Action,2003,17.0
76561198047255522,Sports,2013,419.0
XIChemicalRage,Massively Multiplayer,2012,2073.0
76561198039118942,Adventure,2014,1.0
thelukopedia,Early Access,2013,14.0
fieryclockwork,Simulation,2015,3737.0
76561198026549931,RPG,2009,4085.0
76561198003971138,Casual,2010,76.0
martiantrain,Action,2000,312.0
76561197998789556,RPG,2015,1.0
def10rd,Adventure,2015,4098.0
Fishisaurus,Action,2013,19983.0
76561198067679631,Indie,2015,741.0
76561198085881699,Free to Play,2017,20531.0
76561198068924747,Indie,2011,9416.0
76561198093737816,Web Publishing,2005,6521.0
76561198013817860,Action,2009,36.0
thedudeabides1992,Indie,2012,688.0
76561198015611129,RPG,2003,2076.0
poobaman,Strategy,2012,1975.0
2222455,Adventure,2015,175.0
76561198029218190,Adventure,2015,4.0
SweetSugar,Massively Multiplayer,2014,262.0
Inexistent911,Simulation,2014,136.0
76561198061432344,Action,2012,18660.0
Boomly,Simulation,2013,563.0
detailmovie,Adventure,2016,290.0
NfC_Tank,Action,2012,10230.0
phite_me,Indie,2012,1505.0
76561198067106708,Massively Multiplayer,2013,556.0
dvorak33,RPG,2012,495.0
76561198072732874,Strategy,2014,4.0
76561198060623535,Free to Play,2009,4580.0
Pemalite,Action,2000,10.0
76561198032360764,Casual,2016,275.0
76561198049851547,Action,2013,7705.0
76561198086666392,Action,2014,1227.0
76561198002567626,RPG,2009,902.0
MonsOlympus,Free to Play,2011,1210.0
Lycogen,Indie,2012,9237.0
76561198094395257,Adventure,2013,198.0
76561198055325714,RPG,2016,7665.0
myknees,Action,2007,38.0
TheAntimatterPizzaCow,Free to Play,2017,2296.0
riuu,Indie,2017,1317.0
76561198071262593,Adventure,2015,137.0
76561198060426534,Adventure,2013,1577.0
Reagan3211,Adventure,2017,120.0
76561198172394339,RPG,2014,122.0
76561198064432296,Casual,2016,1272.0
76561198074755143,Action,2014,9291.0
76561198083570290,Indie,2013,336.0
Doritatos,Free to Play,2017,1307.0
thetwistedman,RPG,2012,1648.0
76561198068691029,Casual,2015,1.0
76561198079358745,Action,2003,16.0
stackonme,Early Access,2013,54.0
76561198047923368,Free to Play,2015,20.0
76561198061442880,Free to Play,2006,13.0
76561198066977091,Massively Multiplayer,2017,3540.0
76561198090462433,Action,2007,94.0
SMIGDEEK,Indie,2011,1834.0
FlamingRanga,RPG,2012,4151.0
Jackattack601,Strategy,2012,249.0
Clawz3z,RPG,2017,4.0
76561198082114970,Strategy,2014,154.0
GAKMAKMAK,Free to Play,2013,48.0
shandragan,Adventure,2015,1118.0
76561198091823844,Casual,2014,419.0
76561198076806254,Action,2010,707.0
Elite911,Racing,2014,2186.0
triumvirateofficial,Casual,2015,373.0
76561198074557309,Adventure,2015,260.0
76561198078239253,Free to Play,2015,632.0
yenzel,Action,2009,802.0
harrym8,Racing,2013,1410.0
76561198044619788,Simulation,2006,58974.0
everybodyloveskungfufighting,Indie,2006,28307.0
76561198075398818,Free to Play,2011,2.0
76561198047269152,Indie,2012,2183.0
76561198070090079,Sports,2014,209.0
xximfatxx,Simulation,2017,890.0
76561198048571729,Casual,2015,821.0
76561198092492252,Action,2017,2024.0
neatht,Free to Play,2012,3094.0
UltraSpartan,Indie,2013,1804.0
76561198055365460,Simulation,2006,6105.0
76561198019688479,Indie,2012,232.0
ninjaroy,Simulation,2016,75.0
76561198023370337,Action,2016,2009.0
fpstheroamer,Adventure,2015,315.0
76561198038740854,Web Publishing,2012,666.0
76561198050414588,Simulation,2006,2113.0
healerlord1,Simulation,1998,27.0
winterborn45,Simulation,2009,733.0
76561198085120962,Action,2012,328.0
76561198043464122,Free to Play,2016,2309.0
76561198072864781,Action,2013,10.0
76561198057474806,Massively Multiplayer,2013,6609.0
spottyspage,Adventure,2011,2930.0
76561198044230044,RPG,2016,1988.0
76561198049868012,RPG,2012,1651.0
hanjunethehacker,Free to Play,2014,31.0
76561198070738635,Massively Multiplayer,2014,4.0
76561197992465037,Sports,2014,590.0
76561198038904114,Indie,2003,11.0
YAYAFIRPIE,Free to Play,2015,14148.0
darcy2711,Free to Play,2012,1929.0
Rossdarlis,Simulation,2011,560.0
dicksoutforboromir,Simulation,2009,467.0
76561198061502870,Free to Play,2014,15.0
76561198014592753,Adventure,2011,10443.0
michaelbruce,Indie,2012,418.0
NinjaCowboy96,Action,1996,9.0
knivesstryfe,Indie,2006,1234.0
76561198065889083,Indie,2014,32.0
76561198122753334,Action,2015,43.0
blackandwhitelie,Strategy,2006,50.0
76561198090996907,RPG,2017,766.0
practicalmeme,Sports,2014,145.0
76561198068831727,Simulation,2014,86.0
lizarddown,Casual,2013,88.0
76561198046856087,Indie,2012,2072.0
fenrakk4,Free to Play,2014,18.0
maxxgame,Strategy,2006,255.0
Nirvash-TypeZERO,Simulation,2009,212.0
SOH123,Racing,2017,269.0
76561198017102917,RPG,2007,199.0
76561198043781933,Action,2007,338.0
76561197994453774,Simulation,2012,631.0
76561198042024570,Action,2004,1610.0
Goatlicious,Strategy,2015,2628.0
76561198061546046,Massively Multiplayer,2013,2997.0
HarrisonDealSteam,RPG,2009,639.0
76561198091626891,Simulation,2014,71.0
theroleplaygamer,Massively Multiplayer,2015,5395.0
Casualrhino,Strategy,2015,1814.0
creeperkane,Massively Multiplayer,2014,49.0
alexbowersau,Indie,2015,221.0
76561198026713997,Action,2014,534.0
76561198064483221,Free to Play,2015,108.0
Pitufoman,Casual,2010,30.0
76561198073297767,RPG,2014,662.0
luckiewon,Casual,2017,2184.0
76561198034310657,Indie,2015,8176.0
76561197989363919,Strategy,2001,59.0
x877,Indie,2013,2388.0
76561198070870500,Indie,2013,123.0
DorkyDoomsday,RPG,2010,359.0
LiamWA11,Adventure,2017,977.0
Sindssyge,Adventure,2011,27999.0
76561198006443105,RPG,2013,867.0
dugec01,Design &amp; Illustration,2012,50.0
76561198007802741,Simulation,2001,20.0
HellsDemon47,Massively Multiplayer,2015,64.0
76561198073259913,Casual,2014,290.0
76561197977001876,Indie,2009,43.0
theors,Free to Play,2015,119.0
blue76gaming,Massively Multiplayer,2010,559.0
dravenk,Simulation,2014,1444.0
76561198051146243,Simulation,2015,99.0
slickdog10,Casual,2017,3212.0
vB4TM4N,Free to Play,2015,267.0
76561198045129463,RPG,2002,594.0
76561198059943181,Free to Play,2012,1028.0
FrontlineNinja,Massively Multiplayer,2014,1019.0
76561198061608777,Adventure,2015,2147.0
fallenrecruit,Action,2006,495.0
76561198062180531,Action,2010,5970.0
SteamChileNico,Simulation,2006,102.0
lupintime,Adventure,2012,1555.0
76561198068160202,Free to Play,2014,2153.0
noheckgiver,Simulation,2015,16.0
Smykify,Adventure,2011,3467.0
76561198090596566,Action,2017,131.0
76561198038904114,Massively Multiplayer,2011,1087.0
76561198111977925,Action,2013,60279.0
Pepsiporn,Free to Play,2014,140.0
alphasniperta2,Sports,2010,133.0
76561198240310614,RPG,2017,3276.0
76561198061437077,RPG,2009,9.0
aceofspadesfg,Free to Play,2013,264.0
76561198084360124,Adventure,2017,951.0
squeegymackoy,Adventure,2003,1588.0
76561198046850791,Early Access,2015,179.0
Pjbear99,Casual,2012,72.0
76561198066018289,Strategy,2010,1870.0
punchingwood,Action,2009,290.0
76561198066058896,Indie,2006,4192.0
NeroChevalier,Action,2007,424.0
SpikedMilk,Strategy,2012,2689.0
aushauhsa,Casual,2009,323.0
76561198044722265,Indie,2012,891.0
legr00ves,RPG,2014,396.0
76561198095444964,Casual,2015,98.0
charlesy2,Action,2012,38141.0
76561198055304676,Adventure,2017,2437.0
mcdoggus,Action,2011,4444.0
76561198063309049,RPG,2015,18980.0
76561198072844253,Adventure,2013,393.0
76561198044321140,Racing,2009,996.0
capitaomurilao,Sports,2014,3.0
pheeeeliks,Massively Multiplayer,2010,124.0
76561198089529136,Action,2009,6101.0
76561197990745537,Free to Play,2017,17.0
76561198152193053,Strategy,2017,69.0
cozzmain,Action,2008,7597.0
76561198053771667,Action,2016,345.0
76561198062092163,Action,2012,12911.0
icypole8204,Indie,2006,2379.0
76561198093790723,Action,2015,2517.0
76561198090785035,Indie,2012,3939.0
Renarenarena,Action,2016,313.0
6dighero,Indie,2004,3.0
76561197974497618,Action,2010,14532.0
76561198048639473,RPG,2011,56.0
potisrest0,Casual,2012,1128.0
Klaathus,Free to Play,2013,9.0
SardisX,Adventure,2013,1715.0
oliverkellow,Casual,2014,363.0
76561198078813505,Massively Multiplayer,2016,5847.0
76561198052031274,Sports,2015,190.0
potatotrooper123,RPG,2011,3512.0
76561198073317146,Action,2008,329.0
jesus-cristo,RPG,2013,3572.0
76561198030673454,RPG,2014,62.0
76561198055002414,Free to Play,2012,4811.0
76561198085848209,Adventure,2017,2092.0
ibladwell,RPG,2014,167.0
sealyx,Casual,2013,1.0
76561198056906420,RPG,2010,2196.0
76561198018456402,Action,2009,2109.0
Suddenly_Whales,RPG,2012,2455.0
aszuria,Racing,2016,707.0
ch33kyt1g3r,Free to Play,2015,226.0
yoshi_bilby,Free to Play,2012,13370.0
rsd2,Action,2017,1944.0
76561198076458196,Simulation,2017,204.0
76561198042018906,Free to Play,2012,4463.0
pixelvox,Indie,2006,7193.0
JohnTheDonut,Simulation,2009,401.0
theburst,Racing,2009,194.0
76561198057730854,Action,2004,14000.0
BicepsAreGoneJustLikeSkins,Casual,2016,353.0
Evilutional,Free to Play,2017,10894.0
Tashiu,Indie,2012,97.0
ToppyTheTopHat,Massively Multiplayer,2017,21.0
76561198067674325,Free to Play,2016,34.0
DARKdr3dnaut07,Simulation,2014,78.0
76561198058787898,Action,2014,1772.0
RhileyChampion,Simulation,2008,143.0
patodomau,RPG,2015,1.0
Devilmoo11,Action,2008,542.0
76561198005926332,Indie,2012,6593.0
76561198079505776,Action,2012,51787.0
michie01,Action,2015,3448.0
76561198062451247,Strategy,2014,132.0
76561198064577488,Sports,2016,392.0
Cadevine,Adventure,2013,983.0
76561198072706529,RPG,2015,5411.0
76561198056092813,Strategy,2014,2442.0
smcs,Action,2007,690.0
LordOfScourge,Indie,2012,11330.0
76561198054615523,Simulation,2014,34.0
thelukopedia,Adventure,2011,6298.0
76561198059602670,Sports,2014,80.0
Anthoid,RPG,2013,705.0
LitteraeBoone,Strategy,2006,40.0
Zezluy,Indie,2013,4.0
ComputerTheGamer,Strategy,2015,1065.0
76561198080586899,Sports,2014,62.0
76561198046155065,Action,2016,102.0
76561198085377458,Adventure,2014,230.0
76561198091787623,Racing,2013,42.0
callmekruz,Casual,2015,4391.0
FlukerKing_TH,Free to Play,2015,1266.0
